Rowid,Country,State lgd code,State,Year,Region-wise installation of electricity,"Energy value type ( potential, capacity, generation )",Types of energy sources,Nature of energy sources,"Types of usage (utility ,captive)",Type of energy sector,Values for renewable electricity
3003,India,18,Assam,2018,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
3004,India,18,Assam,2018,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,8.36
3005,India,18,Assam,2018,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
3006,India,18,Assam,2018,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
3007,India,18,Assam,2019,NER,Capacity,SMALL HYDRO,,,,34.11
3008,India,18,Assam,2019,NER,Capacity,SOLAR,,,,22.4
3009,India,18,Assam,2019,NER,Potential,BIOMASS,RENEWABLE,,,212
3010,India,18,Assam,2019,NER,Potential,SMALL HYDRO,RENEWABLE,,,239
3011,India,18,Assam,2019,NER,Potential,SOLAR,RENEWABLE,,,13760
3012,India,18,Assam,2019,NER,Potential,WASTE,RENEWABLE,,,8
3013,India,18,Assam,2019,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
3014,India,18,Assam,2019,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,679.936
3015,India,18,Assam,2019,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,2824.21
3016,India,18,Assam,2019,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,4.334
3017,India,18,Assam,2019,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
3018,India,18,Assam,2019,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,1321.64
3019,India,18,Assam,2019,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,372.72
3020,India,18,Assam,2019,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,855.236
3021,India,18,Assam,2019,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,1639.49
3022,India,18,Assam,2019,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,1066.92
3023,India,18,Assam,2019,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
3024,India,18,Assam,2019,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,14.062
3025,India,18,Assam,2019,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,1.42
3026,India,18,Assam,2019,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,6.668
3027,India,18,Assam,2019,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
3028,India,18,Assam,2019,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
3029,India,18,Assam,2020,NER,Capacity,SMALL HYDRO,,,,34.11
3030,India,18,Assam,2020,NER,Capacity,SOLAR,,,,41.23
3031,India,18,Assam,2020,NER,Potential,BIOMASS,RENEWABLE,,,212
3032,India,18,Assam,2020,NER,Potential,SMALL HYDRO,RENEWABLE,,,202
3033,India,18,Assam,2020,NER,Potential,SOLAR,RENEWABLE,,,13760
3034,India,18,Assam,2020,NER,Potential,WASTE,RENEWABLE,,,8
3035,India,18,Assam,2020,NER,Potential,WIND,RENEWABLE,,,246
3036,India,18,Assam,2020,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
3037,India,18,Assam,2020,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,445.046
3038,India,18,Assam,2020,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,3929.96
3039,India,18,Assam,2020,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,6.352
3040,India,18,Assam,2020,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
3041,India,18,Assam,2020,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,907.38
3042,India,18,Assam,2020,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,384.3
3043,India,18,Assam,2020,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,977.228
3044,India,18,Assam,2020,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,1704.12
3045,India,18,Assam,2020,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,1104.61
3046,India,18,Assam,2020,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
3047,India,18,Assam,2020,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,52.624
3048,India,18,Assam,2020,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,3.409
3049,India,18,Assam,2020,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,6.136
3050,India,18,Assam,2020,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
3051,India,18,Assam,2020,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
3052,India,19,West Bengal,2011,ER,Capacity,COGENERATION-BAGASSE,,,,16
3053,India,19,West Bengal,2011,ER,Capacity,SMALL HYDRO,,,,98.4
3054,India,19,West Bengal,2011,ER,Capacity,SOLAR,,,,1.15
3055,India,19,West Bengal,2011,ER,Capacity,WIND,,,,4.3
3056,India,19,West Bengal,2011,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,888.8
3057,India,19,West Bengal,2011,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,2388.52
3058,India,19,West Bengal,2011,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,21411.99
3059,India,19,West Bengal,2011,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,8857.37
3060,India,19,West Bengal,2011,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,24009.12
3061,India,19,West Bengal,2011,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,60.45
3062,India,19,West Bengal,2011,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
3063,India,19,West Bengal,2011,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,0
3064,India,19,West Bengal,2011,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1129.99
3065,India,19,West Bengal,2011,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
3066,India,19,West Bengal,2011,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,157.413
3067,India,19,West Bengal,2011,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0.929
3068,India,19,West Bengal,2011,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
3069,India,19,West Bengal,2011,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,5.31
3070,India,19,West Bengal,2012,ER,Capacity,COGENERATION-BAGASSE,,,,16
3071,India,19,West Bengal,2012,ER,Capacity,SMALL HYDRO,,,,98.4
3072,India,19,West Bengal,2012,ER,Capacity,SOLAR,,,,2.05
3073,India,19,West Bengal,2012,ER,Capacity,WIND,,,,4.3
3074,India,19,West Bengal,2012,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,888.8
3075,India,19,West Bengal,2012,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,22605.24
3076,India,19,West Bengal,2012,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,8989.14
3077,India,19,West Bengal,2012,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,25625.22
3078,India,19,West Bengal,2012,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,0
3079,India,19,West Bengal,2012,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1077.89
3080,India,19,West Bengal,2012,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,157.413
3081,India,19,West Bengal,2012,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,1.656
3082,India,19,West Bengal,2012,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
3083,India,19,West Bengal,2012,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,5.31
3084,India,19,West Bengal,2013,ER,Capacity,COGENERATION-BAGASSE,,,,26
3085,India,19,West Bengal,2013,ER,Capacity,SMALL HYDRO,,,,98.4
3086,India,19,West Bengal,2013,ER,Capacity,SOLAR,,,,2.05
3087,India,19,West Bengal,2013,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1444.3
3088,India,19,West Bengal,2013,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1610.32
3089,India,19,West Bengal,2013,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,29015.07
3090,India,19,West Bengal,2013,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,8714.02
3091,India,19,West Bengal,2013,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,25343.25
3092,India,19,West Bengal,2013,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,57.78
3093,India,19,West Bengal,2013,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
3094,India,19,West Bengal,2013,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,0
3095,India,19,West Bengal,2013,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1138.12
3096,India,19,West Bengal,2013,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,831.38
3097,India,19,West Bengal,2013,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,0
3098,India,19,West Bengal,2013,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,157.413
3099,India,19,West Bengal,2013,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,1.656
3100,India,19,West Bengal,2013,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
3101,India,19,West Bengal,2013,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
3102,India,19,West Bengal,2014,ER,Capacity,COGENERATION-BAGASSE,,,,26
3103,India,19,West Bengal,2014,ER,Capacity,SMALL HYDRO,,,,98.4
3104,India,19,West Bengal,2014,ER,Capacity,SOLAR,,,,7.05
3105,India,19,West Bengal,2014,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1444.3
3106,India,19,West Bengal,2014,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1663.4
3107,India,19,West Bengal,2014,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,32692.68
3108,India,19,West Bengal,2014,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,8929.72
3109,India,19,West Bengal,2014,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,22466.86
3110,India,19,West Bengal,2014,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,109.81
3111,India,19,West Bengal,2014,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
3112,India,19,West Bengal,2014,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,186.95
3113,India,19,West Bengal,2014,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1208.61
3114,India,19,West Bengal,2014,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,904.24
3115,India,19,West Bengal,2014,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,0
3116,India,19,West Bengal,2014,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,157.413
3117,India,19,West Bengal,2014,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
3118,India,19,West Bengal,2014,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,5.694
3119,India,19,West Bengal,2014,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
3120,India,19,West Bengal,2014,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
3121,India,19,West Bengal,2014,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
3122,India,19,West Bengal,2015,ER,Capacity,COGENERATION-BAGASSE,,,,292
3123,India,19,West Bengal,2015,ER,Capacity,SMALL HYDRO,,,,98.5
3124,India,19,West Bengal,2015,ER,Capacity,SOLAR,,,,7.21
3125,India,19,West Bengal,2015,ER,Potential,BIOMASS,RENEWABLE,,,396
3126,India,19,West Bengal,2015,ER,Potential,SMALL HYDRO,RENEWABLE,,,396
3127,India,19,West Bengal,2015,ER,Potential,SOLAR,RENEWABLE,,,6260
3128,India,19,West Bengal,2015,ER,Potential,WASTE,RENEWABLE,,,148
3129,India,19,West Bengal,2015,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1444.3
3130,India,19,West Bengal,2015,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1610.64
3131,India,19,West Bengal,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,32050.8
3132,India,19,West Bengal,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,8952.17
3133,India,19,West Bengal,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,25261.11
3134,India,19,West Bengal,2015,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,19.2
3135,India,19,West Bengal,2015,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
3136,India,19,West Bengal,2015,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,394.19
3137,India,19,West Bengal,2015,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1755.62
3138,India,19,West Bengal,2015,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1008.04
3139,India,19,West Bengal,2015,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,0
3140,India,19,West Bengal,2015,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,157.573
3141,India,19,West Bengal,2015,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
3142,India,19,West Bengal,2015,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,5.823
3143,India,19,West Bengal,2015,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
3144,India,19,West Bengal,2015,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0.02
3145,India,19,West Bengal,2015,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
3146,India,19,West Bengal,2016,ER,Capacity,COGENERATION-BAGASSE,,,,300
3147,India,19,West Bengal,2016,ER,Capacity,SMALL HYDRO,,,,98.5
3148,India,19,West Bengal,2016,ER,Capacity,SOLAR,,,,7.772
3149,India,19,West Bengal,2016,ER,Potential,WIND,RENEWABLE,,,2.08
3150,India,19,West Bengal,2016,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1444.3
3151,India,19,West Bengal,2016,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1695.45
3152,India,19,West Bengal,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,33274.9
3153,India,19,West Bengal,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,10621.69
3154,India,19,West Bengal,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,21939.17
3155,India,19,West Bengal,2016,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,20.9
3156,India,19,West Bengal,2016,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
3157,India,19,West Bengal,2016,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,533.63
3158,India,19,West Bengal,2016,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1491.7
3159,India,19,West Bengal,2016,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1044.05
3160,India,19,West Bengal,2016,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,0
3161,India,19,West Bengal,2016,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,157.573
3162,India,19,West Bengal,2016,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0
3163,India,19,West Bengal,2016,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,6.275
3164,India,19,West Bengal,2016,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
3165,India,19,West Bengal,2016,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0.02
3166,India,19,West Bengal,2016,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
3167,India,19,West Bengal,2017,ER,Capacity,COGENERATION-BAGASSE,,,,300
3168,India,19,West Bengal,2017,ER,Capacity,SMALL HYDRO,,,,98.5
3169,India,19,West Bengal,2017,ER,Capacity,SOLAR,,,,26.14
3170,India,19,West Bengal,2017,ER,Potential,BIOMASS,RENEWABLE,,,396
3171,India,19,West Bengal,2017,ER,Potential,SMALL HYDRO,RENEWABLE,,,396
3172,India,19,West Bengal,2017,ER,Potential,SOLAR,RENEWABLE,,,6260
3173,India,19,West Bengal,2017,ER,Potential,WASTE,RENEWABLE,,,148
3174,India,19,West Bengal,2017,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1433.949
3175,India,19,West Bengal,2017,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1727.578
3176,India,19,West Bengal,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,35945.76
3177,India,19,West Bengal,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,10069.73
3178,India,19,West Bengal,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,25661.73
3179,India,19,West Bengal,2017,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,118.373
3180,India,19,West Bengal,2017,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
3181,India,19,West Bengal,2017,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,1278.43
3182,India,19,West Bengal,2017,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1560.85
3183,India,19,West Bengal,2017,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1198.321
3184,India,19,West Bengal,2017,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
3185,India,19,West Bengal,2017,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,120.859
3186,India,19,West Bengal,2017,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0.017
3187,India,19,West Bengal,2017,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,14.968
3188,India,19,West Bengal,2017,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,12.095
3189,India,19,West Bengal,2017,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
3190,India,19,West Bengal,2018,ER,Capacity,COGENERATION-BAGASSE,,,,300
3191,India,19,West Bengal,2018,ER,Capacity,SMALL HYDRO,,,,98.5
3192,India,19,West Bengal,2018,ER,Capacity,SOLAR,,,,37.32
3193,India,19,West Bengal,2018,ER,Potential,BIOMASS,RENEWABLE,,,529
3194,India,19,West Bengal,2018,ER,Potential,SMALL HYDRO,RENEWABLE,,,392
3195,India,19,West Bengal,2018,ER,Potential,SOLAR,RENEWABLE,,,6260
3196,India,19,West Bengal,2018,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1387.01
3197,India,19,West Bengal,2018,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,4391.72
3198,India,19,West Bengal,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,35565.81
3199,India,19,West Bengal,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,10890.52
3200,India,19,West Bengal,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,25970.44
3201,India,19,West Bengal,2018,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,35.839
3202,India,19,West Bengal,2018,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
3203,India,19,West Bengal,2018,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,996.43
3204,India,19,West Bengal,2018,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1282.02
3205,India,19,West Bengal,2018,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1286.151
3206,India,19,West Bengal,2018,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
3207,India,19,West Bengal,2018,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,183.05
3208,India,19,West Bengal,2018,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0.162
3209,India,19,West Bengal,2018,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,20.55
3210,India,19,West Bengal,2018,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
3211,India,19,West Bengal,2018,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
3212,India,19,West Bengal,2019,ER,Capacity,COGENERATION-BAGASSE,,,,300
3213,India,19,West Bengal,2019,ER,Capacity,SMALL HYDRO,,,,98.5
3214,India,19,West Bengal,2019,ER,Capacity,SOLAR,,,,75.95
3215,India,19,West Bengal,2019,ER,Potential,BIOMASS,RENEWABLE,,,396
3216,India,19,West Bengal,2019,ER,Potential,SMALL HYDRO,RENEWABLE,,,396
3217,India,19,West Bengal,2019,ER,Potential,SOLAR,RENEWABLE,,,6260
3218,India,19,West Bengal,2019,ER,Potential,WASTE,RENEWABLE,,,148
3219,India,19,West Bengal,2019,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1284.494
3220,India,19,West Bengal,2019,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1046.833
3221,India,19,West Bengal,2019,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,38074.01
3222,India,19,West Bengal,2019,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,10990.92
3223,India,19,West Bengal,2019,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,24967.32
3224,India,19,West Bengal,2019,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,62.321
3225,India,19,West Bengal,2019,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
3226,India,19,West Bengal,2019,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,1381.87
3227,India,19,West Bengal,2019,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1537.94
3228,India,19,West Bengal,2019,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1206.71
3229,India,19,West Bengal,2019,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
3230,India,19,West Bengal,2019,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,161.854
3231,India,19,West Bengal,2019,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,8.146
3232,India,19,West Bengal,2019,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,40.651
3233,India,19,West Bengal,2019,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
3234,India,19,West Bengal,2019,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
3235,India,19,West Bengal,2020,ER,Capacity,COGENERATION-BAGASSE,,,,319.92
3236,India,19,West Bengal,2020,ER,Capacity,SMALL HYDRO,,,,98.5
3237,India,19,West Bengal,2020,ER,Capacity,SOLAR,,,,114.46
3238,India,19,West Bengal,2020,ER,Potential,BIOMASS,RENEWABLE,,,396
3239,India,19,West Bengal,2020,ER,Potential,SMALL HYDRO,RENEWABLE,,,392.06
3240,India,19,West Bengal,2020,ER,Potential,SOLAR,RENEWABLE,,,6260
3241,India,19,West Bengal,2020,ER,Potential,WASTE,RENEWABLE,,,148
3242,India,19,West Bengal,2020,ER,Potential,WIND,RENEWABLE,,,1050
3243,India,19,West Bengal,2020,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1296.344
3244,India,19,West Bengal,2020,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,3445.807
3245,India,19,West Bengal,2020,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,37461.02
3246,India,19,West Bengal,2020,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,10577.51
3247,India,19,West Bengal,2020,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,23356.86
3248,India,19,West Bengal,2020,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,37.479
3249,India,19,West Bengal,2020,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
3250,India,19,West Bengal,2020,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,1404.63
3251,India,19,West Bengal,2020,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1511.75
3252,India,19,West Bengal,2020,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,1058.145
3253,India,19,West Bengal,2020,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,0
3254,India,19,West Bengal,2020,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,115.681
3255,India,19,West Bengal,2020,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,22.197
3256,India,19,West Bengal,2020,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,64.291
3257,India,19,West Bengal,2020,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
3258,India,19,West Bengal,2020,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
3259,India,20,Jharkhand,2011,ER,Capacity,SMALL HYDRO,,,,4.05
3260,India,20,Jharkhand,2011,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
3261,India,20,Jharkhand,2011,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,5148.38
3262,India,20,Jharkhand,2011,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,6226.96
3263,India,20,Jharkhand,2011,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,2548.67
3264,India,20,Jharkhand,2011,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,3129.78
3265,India,20,Jharkhand,2011,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,12.73
3266,India,20,Jharkhand,2011,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
3267,India,20,Jharkhand,2011,,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,115
3268,India,20,Jharkhand,2011,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,3.46
3269,India,20,Jharkhand,2011,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,6.02
3270,India,20,Jharkhand,2011,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
3271,India,20,Jharkhand,2011,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
3272,India,20,Jharkhand,2011,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
3273,India,20,Jharkhand,2011,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
