Rowid,Country,State lgd code,State,Year,Name of the coal field,Type of coal,Depth of the reserve,Type of reserve,Coal reserved quantity
728,India,20,Jharkhand,2011,EAST BOKARO,MEDIUM COKING,300-600,PROVED,384.67
729,India,20,Jharkhand,2011,EAST BOKARO,MEDIUM COKING,600-1200,INDICATED,1394.07
730,India,20,Jharkhand,2011,EAST BOKARO,MEDIUM COKING,600-1200,INFERRED,786.08
731,India,20,Jharkhand,2011,EAST BOKARO,MEDIUM COKING,600-1200,PROVED,255.93
732,India,20,Jharkhand,2011,EAST BOKARO,NON-COKING,0-300,INDICATED,56.81
733,India,20,Jharkhand,2011,EAST BOKARO,NON-COKING,0-300,PROVED,95.17
734,India,20,Jharkhand,2011,EAST BOKARO,NON-COKING,300-600,INDICATED,5.69
735,India,20,Jharkhand,2011,EAST BOKARO,NON-COKING,300-600,PROVED,8.9
736,India,20,Jharkhand,2011,HUTAR,NON-COKING,0-300,INDICATED,14.22
737,India,20,Jharkhand,2011,HUTAR,NON-COKING,0-300,INFERRED,32.48
738,India,20,Jharkhand,2011,HUTAR,NON-COKING,0-300,PROVED,190.79
739,India,20,Jharkhand,2011,HUTAR,NON-COKING,300-600,INDICATED,12.33
740,India,20,Jharkhand,2011,JHARIA,MEDIUM COKING,0-600,INDICATED,2.82
741,India,20,Jharkhand,2011,JHARIA,MEDIUM COKING,0-600,PROVED,4064.18
742,India,20,Jharkhand,2011,JHARIA,MEDIUM COKING,600-1200,INDICATED,1800.7
743,India,20,Jharkhand,2011,JHARIA,MEDIUM COKING,600-1200,PROVED,296.3
744,India,20,Jharkhand,2011,JHARIA,NON-COKING,0-600,INDICATED,495.26
745,India,20,Jharkhand,2011,JHARIA,NON-COKING,0-600,PROVED,5606.74
746,India,20,Jharkhand,2011,JHARIA,NON-COKING,600-1200,INDICATED,1355
747,India,20,Jharkhand,2011,JHARIA,NON-COKING,600-1200,PROVED,496
748,India,20,Jharkhand,2011,JHARIA,PRIME COKING,0-600,INDICATED,4.01
749,India,20,Jharkhand,2011,JHARIA,PRIME COKING,0-600,PROVED,4039.41
750,India,20,Jharkhand,2011,JHARIA,PRIME COKING,600-1200,INDICATED,694.7
751,India,20,Jharkhand,2011,JHARIA,PRIME COKING,600-1200,PROVED,574.94
752,India,20,Jharkhand,2011,NORTH KARANPURA,MEDIUM COKING,0-300,INDICATED,1163.22
753,India,20,Jharkhand,2011,NORTH KARANPURA,MEDIUM COKING,0-300,PROVED,485.08
754,India,20,Jharkhand,2011,NORTH KARANPURA,MEDIUM COKING,300-600,INDICATED,1635.92
755,India,20,Jharkhand,2011,NORTH KARANPURA,MEDIUM COKING,300-600,INFERRED,413.43
756,India,20,Jharkhand,2011,NORTH KARANPURA,MEDIUM COKING,300-600,PROVED,23.59
757,India,20,Jharkhand,2011,NORTH KARANPURA,NON-COKING,0-300,INDICATED,1257.32
758,India,20,Jharkhand,2011,NORTH KARANPURA,NON-COKING,0-300,INFERRED,722.03
759,India,20,Jharkhand,2011,NORTH KARANPURA,NON-COKING,0-300,PROVED,8388.03
760,India,20,Jharkhand,2011,NORTH KARANPURA,NON-COKING,300-600,INDICATED,1626.64
761,India,20,Jharkhand,2011,NORTH KARANPURA,NON-COKING,300-600,INFERRED,729.5
762,India,20,Jharkhand,2011,NORTH KARANPURA,NON-COKING,300-600,PROVED,602.72
763,India,20,Jharkhand,2011,NORTH KARANPURA,NON-COKING,600-1200,INDICATED,25.76
764,India,20,Jharkhand,2011,RAJMAHAL,NON-COKING,0-300,INDICATED,7855.22
765,India,20,Jharkhand,2011,RAJMAHAL,NON-COKING,0-300,INFERRED,558.23
766,India,20,Jharkhand,2011,RAJMAHAL,NON-COKING,0-300,PROVED,2631.89
767,India,20,Jharkhand,2011,RAJMAHAL,NON-COKING,300-600,INDICATED,3865.58
768,India,20,Jharkhand,2011,RAJMAHAL,NON-COKING,300-600,INFERRED,1151.95
769,India,20,Jharkhand,2011,RAJMAHAL,NON-COKING,300-600,PROVED,23.63
770,India,20,Jharkhand,2011,RAJMAHAL,NON-COKING,600-1200,INDICATED,30.46
771,India,20,Jharkhand,2011,RAJMAHAL,NON-COKING,600-1200,INFERRED,5.1
772,India,20,Jharkhand,2011,RAMGARH,MEDIUM COKING,0-300,INDICATED,87.4
773,India,20,Jharkhand,2011,RAMGARH,MEDIUM COKING,0-300,PROVED,267.2
774,India,20,Jharkhand,2011,RAMGARH,NON-COKING,0-300,INDICATED,26.2
775,India,20,Jharkhand,2011,RAMGARH,NON-COKING,0-300,INFERRED,4.6
776,India,20,Jharkhand,2011,RAMGARH,NON-COKING,0-300,PROVED,7.13
778,India,20,Jharkhand,2011,RAMGARH,SEMI-COKING,0-300,INFERRED,0.55
779,India,20,Jharkhand,2011,RAMGARH,SEMI-COKING,0-300,PROVED,171.94
780,India,20,Jharkhand,2011,RAMGARH,SEMI-COKING,300-600,INDICATED,336.22
781,India,20,Jharkhand,2011,RAMGARH,SEMI-COKING,300-600,INFERRED,52.9
782,India,20,Jharkhand,2011,RANIGANJ,MEDIUM COKING,0-300,INDICATED,8.87
783,India,20,Jharkhand,2011,RANIGANJ,MEDIUM COKING,0-300,PROVED,220
784,India,20,Jharkhand,2011,RANIGANJ,MEDIUM COKING,300-600,INDICATED,8.3
785,India,20,Jharkhand,2011,RANIGANJ,MEDIUM COKING,300-600,PROVED,49.23
786,India,20,Jharkhand,2011,RANIGANJ,NON-COKING,0-300,INDICATED,89.32
787,India,20,Jharkhand,2011,RANIGANJ,NON-COKING,0-300,INFERRED,29.55
788,India,20,Jharkhand,2011,RANIGANJ,NON-COKING,0-300,PROVED,1111.53
789,India,20,Jharkhand,2011,RANIGANJ,NON-COKING,300-600,INDICATED,320.07
790,India,20,Jharkhand,2011,RANIGANJ,NON-COKING,300-600,INFERRED,2
791,India,20,Jharkhand,2011,RANIGANJ,NON-COKING,300-600,PROVED,106.03
792,India,20,Jharkhand,2011,RANIGANJ,SEMI-COKING,0-300,PROVED,51.4
793,India,20,Jharkhand,2011,RANIGANJ,SEMI-COKING,300-600,INDICATED,40
794,India,20,Jharkhand,2011,SOUTH KARANPURA,MEDIUM COKING,300-600,INDICATED,248.04
795,India,20,Jharkhand,2011,SOUTH KARANPURA,MEDIUM COKING,300-600,INFERRED,32.83
796,India,20,Jharkhand,2011,SOUTH KARANPURA,MEDIUM COKING,600-1200,INDICATED,265.36
797,India,20,Jharkhand,2011,SOUTH KARANPURA,MEDIUM COKING,600-1200,INFERRED,263.4
798,India,20,Jharkhand,2011,SOUTH KARANPURA,NON-COKING,0-300,INDICATED,634.55
799,India,20,Jharkhand,2011,SOUTH KARANPURA,NON-COKING,0-300,INFERRED,287.45
800,India,20,Jharkhand,2011,SOUTH KARANPURA,NON-COKING,0-300,PROVED,2517.35
801,India,20,Jharkhand,2011,SOUTH KARANPURA,NON-COKING,300-600,INDICATED,763.67
802,India,20,Jharkhand,2011,SOUTH KARANPURA,NON-COKING,300-600,INFERRED,644.03
803,India,20,Jharkhand,2011,SOUTH KARANPURA,NON-COKING,300-600,PROVED,230.74
804,India,20,Jharkhand,2011,SOUTH KARANPURA,NON-COKING,600-1200,INDICATED,136.94
805,India,20,Jharkhand,2011,SOUTH KARANPURA,NON-COKING,600-1200,INFERRED,252.51
806,India,20,Jharkhand,2011,WEST BOKARO,MEDIUM COKING,0-300,INDICATED,1202.44
807,India,20,Jharkhand,2011,WEST BOKARO,MEDIUM COKING,0-300,INFERRED,29.09
808,India,20,Jharkhand,2011,WEST BOKARO,MEDIUM COKING,0-300,PROVED,3051.51
809,India,20,Jharkhand,2011,WEST BOKARO,MEDIUM COKING,300-600,INDICATED,132.57
810,India,20,Jharkhand,2011,WEST BOKARO,MEDIUM COKING,300-600,INFERRED,5.33
811,India,20,Jharkhand,2011,WEST BOKARO,MEDIUM COKING,300-600,PROVED,303.14
812,India,20,Jharkhand,2011,WEST BOKARO,NON-COKING,0-300,INDICATED,9.37
813,India,20,Jharkhand,2011,WEST BOKARO,NON-COKING,0-300,PROVED,268.57
814,India,20,Jharkhand,2011,WEST BOKARO,NON-COKING,300-600,INDICATED,4.66
815,India,20,Jharkhand,2011,WEST BOKARO,NON-COKING,300-600,PROVED,5.81
816,India,20,Jharkhand,2012,AURANGA,NON-COKING,0-300,INDICATED,1241.22
817,India,20,Jharkhand,2012,AURANGA,NON-COKING,0-300,INFERRED,43.07
818,India,20,Jharkhand,2012,AURANGA,NON-COKING,0-300,PROVED,352.05
819,India,20,Jharkhand,2012,AURANGA,NON-COKING,300-600,INDICATED,867.01
820,India,20,Jharkhand,2012,AURANGA,NON-COKING,300-600,INFERRED,423.07
821,India,20,Jharkhand,2012,AURANGA,NON-COKING,600-1200,INDICATED,33.42
822,India,20,Jharkhand,2012,AURANGA,NON-COKING,600-1200,INFERRED,37.27
823,India,20,Jharkhand,2012,DALTONGANJ,NON-COKING,0-300,INDICATED,60.1
824,India,20,Jharkhand,2012,DALTONGANJ,NON-COKING,0-300,PROVED,83.86
825,India,20,Jharkhand,2012,DEOGARH,NON-COKING,0-300,INDICATED,73.6
826,India,20,Jharkhand,2012,DEOGARH,NON-COKING,0-300,PROVED,326.24
827,India,20,Jharkhand,2012,EAST BOKARO,MEDIUM COKING,0-300,INDICATED,1269.94
828,India,20,Jharkhand,2012,EAST BOKARO,MEDIUM COKING,0-300,INFERRED,18.71
829,India,20,Jharkhand,2012,EAST BOKARO,MEDIUM COKING,0-300,PROVED,2607.2
830,India,20,Jharkhand,2012,EAST BOKARO,MEDIUM COKING,300-600,INDICATED,1203.06
831,India,20,Jharkhand,2012,EAST BOKARO,MEDIUM COKING,300-600,INFERRED,58.53
832,India,20,Jharkhand,2012,EAST BOKARO,MEDIUM COKING,300-600,PROVED,384.67
833,India,20,Jharkhand,2012,EAST BOKARO,MEDIUM COKING,600-1200,INDICATED,1394.07
834,India,20,Jharkhand,2012,EAST BOKARO,MEDIUM COKING,600-1200,INFERRED,786.08
835,India,20,Jharkhand,2012,EAST BOKARO,MEDIUM COKING,600-1200,PROVED,255.93
836,India,20,Jharkhand,2012,EAST BOKARO,NON-COKING,0-300,INDICATED,56.81
837,India,20,Jharkhand,2012,EAST BOKARO,NON-COKING,0-300,PROVED,95.17
838,India,20,Jharkhand,2012,EAST BOKARO,NON-COKING,300-600,INDICATED,5.69
839,India,20,Jharkhand,2012,EAST BOKARO,NON-COKING,300-600,PROVED,8.9
840,India,20,Jharkhand,2012,HUTAR,NON-COKING,0-300,INDICATED,14.22
841,India,20,Jharkhand,2012,HUTAR,NON-COKING,0-300,INFERRED,32.48
842,India,20,Jharkhand,2012,HUTAR,NON-COKING,0-300,PROVED,190.79
843,India,20,Jharkhand,2012,HUTAR,NON-COKING,300-600,INDICATED,12.33
844,India,20,Jharkhand,2012,JHARIA,MEDIUM COKING,0-600,INDICATED,2.82
845,India,20,Jharkhand,2012,JHARIA,MEDIUM COKING,0-600,PROVED,4064.18
846,India,20,Jharkhand,2012,JHARIA,MEDIUM COKING,600-1200,INDICATED,1800.7
847,India,20,Jharkhand,2012,JHARIA,MEDIUM COKING,600-1200,PROVED,296.3
848,India,20,Jharkhand,2012,JHARIA,NON-COKING,0-600,INDICATED,495.26
849,India,20,Jharkhand,2012,JHARIA,NON-COKING,0-600,PROVED,5606.74
850,India,20,Jharkhand,2012,JHARIA,NON-COKING,600-1200,INDICATED,1355
851,India,20,Jharkhand,2012,JHARIA,NON-COKING,600-1200,PROVED,496
852,India,20,Jharkhand,2012,JHARIA,PRIME COKING,0-600,INDICATED,4.01
853,India,20,Jharkhand,2012,JHARIA,PRIME COKING,0-600,PROVED,4039.41
854,India,20,Jharkhand,2012,JHARIA,PRIME COKING,600-1200,INDICATED,694.7
855,India,20,Jharkhand,2012,JHARIA,PRIME COKING,600-1200,PROVED,574.94
856,India,20,Jharkhand,2012,NORTH KARANPURA,MEDIUM COKING,0-300,INDICATED,1163.22
857,India,20,Jharkhand,2012,NORTH KARANPURA,MEDIUM COKING,0-300,PROVED,485.08
858,India,20,Jharkhand,2012,NORTH KARANPURA,MEDIUM COKING,300-600,INDICATED,1635.92
859,India,20,Jharkhand,2012,NORTH KARANPURA,MEDIUM COKING,300-600,INFERRED,413.43
860,India,20,Jharkhand,2012,NORTH KARANPURA,MEDIUM COKING,300-600,PROVED,23.59
861,India,20,Jharkhand,2012,NORTH KARANPURA,NON-COKING,0-300,INDICATED,2463.07
862,India,20,Jharkhand,2012,NORTH KARANPURA,NON-COKING,0-300,INFERRED,722.03
863,India,20,Jharkhand,2012,NORTH KARANPURA,NON-COKING,0-300,PROVED,8388.03
864,India,20,Jharkhand,2012,NORTH KARANPURA,NON-COKING,300-600,INDICATED,1626.64
865,India,20,Jharkhand,2012,NORTH KARANPURA,NON-COKING,300-600,INFERRED,729.5
866,India,20,Jharkhand,2012,NORTH KARANPURA,NON-COKING,300-600,PROVED,602.72
867,India,20,Jharkhand,2012,NORTH KARANPURA,NON-COKING,600-1200,INDICATED,25.76
868,India,20,Jharkhand,2012,RAJMAHAL,NON-COKING,0-300,INDICATED,7855.22
869,India,20,Jharkhand,2012,RAJMAHAL,NON-COKING,0-300,INFERRED,558.23
870,India,20,Jharkhand,2012,RAJMAHAL,NON-COKING,0-300,PROVED,2631.89
871,India,20,Jharkhand,2012,RAJMAHAL,NON-COKING,300-600,INDICATED,3865.58
872,India,20,Jharkhand,2012,RAJMAHAL,NON-COKING,300-600,INFERRED,1151.95
873,India,20,Jharkhand,2012,RAJMAHAL,NON-COKING,300-600,PROVED,23.63
874,India,20,Jharkhand,2012,RAJMAHAL,NON-COKING,600-1200,INDICATED,30.46
875,India,20,Jharkhand,2012,RAJMAHAL,NON-COKING,600-1200,INFERRED,5.1
876,India,20,Jharkhand,2012,RAMGARH,MEDIUM COKING,0-300,INDICATED,37.55
877,India,20,Jharkhand,2012,RAMGARH,MEDIUM COKING,0-300,PROVED,531.52
878,India,20,Jharkhand,2012,RAMGARH,NON-COKING,0-300,INDICATED,26.2
879,India,20,Jharkhand,2012,RAMGARH,NON-COKING,0-300,INFERRED,4.6
880,India,20,Jharkhand,2012,RAMGARH,NON-COKING,0-300,PROVED,7.13
881,India,20,Jharkhand,2012,RAMGARH,SEMI-COKING,0-300,INDICATED,95.33
882,India,20,Jharkhand,2012,RAMGARH,SEMI-COKING,0-300,INFERRED,0.55
883,India,20,Jharkhand,2012,RAMGARH,SEMI-COKING,0-300,PROVED,171.94
884,India,20,Jharkhand,2012,RAMGARH,SEMI-COKING,300-600,INDICATED,336.22
885,India,20,Jharkhand,2012,RAMGARH,SEMI-COKING,300-600,INFERRED,52.9
886,India,20,Jharkhand,2012,RANIGANJ,MEDIUM COKING,0-300,INDICATED,8.87
887,India,20,Jharkhand,2012,RANIGANJ,MEDIUM COKING,0-300,PROVED,220
888,India,20,Jharkhand,2012,RANIGANJ,MEDIUM COKING,300-600,INDICATED,8.3
889,India,20,Jharkhand,2012,RANIGANJ,MEDIUM COKING,300-600,PROVED,49.23
890,India,20,Jharkhand,2012,RANIGANJ,NON-COKING,0-300,INDICATED,89.32
891,India,20,Jharkhand,2012,RANIGANJ,NON-COKING,0-300,INFERRED,29.55
892,India,20,Jharkhand,2012,RANIGANJ,NON-COKING,0-300,PROVED,1111.53
893,India,20,Jharkhand,2012,RANIGANJ,NON-COKING,300-600,INDICATED,320.07
894,India,20,Jharkhand,2012,RANIGANJ,NON-COKING,300-600,INFERRED,2
895,India,20,Jharkhand,2012,RANIGANJ,NON-COKING,300-600,PROVED,106.03
896,India,20,Jharkhand,2012,RANIGANJ,SEMI-COKING,0-300,PROVED,51.4
897,India,20,Jharkhand,2012,RANIGANJ,SEMI-COKING,300-600,INDICATED,40
898,India,20,Jharkhand,2012,SOUTH KARANPURA,MEDIUM COKING,300-600,INDICATED,248.04
899,India,20,Jharkhand,2012,SOUTH KARANPURA,MEDIUM COKING,300-600,INFERRED,32.83
900,India,20,Jharkhand,2012,SOUTH KARANPURA,MEDIUM COKING,600-1200,INDICATED,265.36
901,India,20,Jharkhand,2012,SOUTH KARANPURA,MEDIUM COKING,600-1200,INFERRED,263.4
902,India,20,Jharkhand,2012,SOUTH KARANPURA,NON-COKING,0-300,INDICATED,634.55
903,India,20,Jharkhand,2012,SOUTH KARANPURA,NON-COKING,0-300,INFERRED,287.45
904,India,20,Jharkhand,2012,SOUTH KARANPURA,NON-COKING,0-300,PROVED,2517.35
905,India,20,Jharkhand,2012,SOUTH KARANPURA,NON-COKING,300-600,INDICATED,763.67
906,India,20,Jharkhand,2012,SOUTH KARANPURA,NON-COKING,300-600,INFERRED,644.03
907,India,20,Jharkhand,2012,SOUTH KARANPURA,NON-COKING,300-600,PROVED,230.74
908,India,20,Jharkhand,2012,SOUTH KARANPURA,NON-COKING,600-1200,INDICATED,136.94
909,India,20,Jharkhand,2012,SOUTH KARANPURA,NON-COKING,600-1200,INFERRED,252.51
910,India,20,Jharkhand,2012,WEST BOKARO,MEDIUM COKING,0-300,INDICATED,1202.44
911,India,20,Jharkhand,2012,WEST BOKARO,MEDIUM COKING,0-300,INFERRED,29.09
912,India,20,Jharkhand,2012,WEST BOKARO,MEDIUM COKING,0-300,PROVED,3051.51
913,India,20,Jharkhand,2012,WEST BOKARO,MEDIUM COKING,300-600,INDICATED,132.57
914,India,20,Jharkhand,2012,WEST BOKARO,MEDIUM COKING,300-600,INFERRED,5.33
915,India,20,Jharkhand,2012,WEST BOKARO,MEDIUM COKING,300-600,PROVED,303.14
916,India,20,Jharkhand,2012,WEST BOKARO,NON-COKING,0-300,INDICATED,9.37
917,India,20,Jharkhand,2012,WEST BOKARO,NON-COKING,0-300,PROVED,268.57
918,India,20,Jharkhand,2012,WEST BOKARO,NON-COKING,300-600,INDICATED,4.66
919,India,20,Jharkhand,2012,WEST BOKARO,NON-COKING,300-600,PROVED,5.81
920,India,20,Jharkhand,2013,AURANGA,NON-COKING,0-300,INDICATED,1241.22
921,India,20,Jharkhand,2013,AURANGA,NON-COKING,0-300,INFERRED,43.07
922,India,20,Jharkhand,2013,AURANGA,NON-COKING,0-300,PROVED,352.05
923,India,20,Jharkhand,2013,AURANGA,NON-COKING,300-600,INDICATED,867.01
924,India,20,Jharkhand,2013,AURANGA,NON-COKING,300-600,INFERRED,423.07
925,India,20,Jharkhand,2013,AURANGA,NON-COKING,600-1200,INDICATED,33.42
926,India,20,Jharkhand,2013,AURANGA,NON-COKING,600-1200,INFERRED,37.27
927,India,20,Jharkhand,2013,DALTONGANJ,NON-COKING,0-300,INDICATED,60.1
928,India,20,Jharkhand,2013,DALTONGANJ,NON-COKING,0-300,PROVED,83.86
929,India,20,Jharkhand,2013,DEOGARH,NON-COKING,0-300,INDICATED,73.6
930,India,20,Jharkhand,2013,DEOGARH,NON-COKING,0-300,PROVED,326.24
931,India,20,Jharkhand,2013,EAST BOKARO,MEDIUM COKING,0-300,INDICATED,1269.94
932,India,20,Jharkhand,2013,EAST BOKARO,MEDIUM COKING,0-300,INFERRED,18.71
933,India,20,Jharkhand,2013,EAST BOKARO,MEDIUM COKING,0-300,PROVED,2607.2
934,India,20,Jharkhand,2013,EAST BOKARO,MEDIUM COKING,300-600,INDICATED,1203.06
935,India,20,Jharkhand,2013,EAST BOKARO,MEDIUM COKING,300-600,INFERRED,58.53
936,India,20,Jharkhand,2013,EAST BOKARO,MEDIUM COKING,300-600,PROVED,384.67
937,India,20,Jharkhand,2013,EAST BOKARO,MEDIUM COKING,600-1200,INDICATED,1394.07
938,India,20,Jharkhand,2013,EAST BOKARO,MEDIUM COKING,600-1200,INFERRED,786.08
939,India,20,Jharkhand,2013,EAST BOKARO,MEDIUM COKING,600-1200,PROVED,255.93
940,India,20,Jharkhand,2013,EAST BOKARO,NON-COKING,0-300,INDICATED,56.81
941,India,20,Jharkhand,2013,EAST BOKARO,NON-COKING,0-300,PROVED,95.17
942,India,20,Jharkhand,2013,EAST BOKARO,NON-COKING,300-600,INDICATED,5.69
943,India,20,Jharkhand,2013,EAST BOKARO,NON-COKING,300-600,PROVED,8.9
944,India,20,Jharkhand,2013,HUTAR,NON-COKING,0-300,INDICATED,14.22
945,India,20,Jharkhand,2013,HUTAR,NON-COKING,0-300,INFERRED,32.48
946,India,20,Jharkhand,2013,HUTAR,NON-COKING,0-300,PROVED,190.79
947,India,20,Jharkhand,2013,HUTAR,NON-COKING,300-600,INDICATED,12.33
948,India,20,Jharkhand,2013,JHARIA,MEDIUM COKING,0-600,INDICATED,2.82
949,India,20,Jharkhand,2013,JHARIA,MEDIUM COKING,0-600,PROVED,4064.18
950,India,20,Jharkhand,2013,JHARIA,MEDIUM COKING,600-1200,INDICATED,1800.7
951,India,20,Jharkhand,2013,JHARIA,MEDIUM COKING,600-1200,PROVED,296.3
952,India,20,Jharkhand,2013,JHARIA,NON-COKING,0-600,INDICATED,444.86
953,India,20,Jharkhand,2013,JHARIA,NON-COKING,0-600,PROVED,5657.14
954,India,20,Jharkhand,2013,JHARIA,NON-COKING,600-1200,INDICATED,1355
955,India,20,Jharkhand,2013,JHARIA,NON-COKING,600-1200,PROVED,496
956,India,20,Jharkhand,2013,JHARIA,PRIME COKING,0-600,INDICATED,4.01
957,India,20,Jharkhand,2013,JHARIA,PRIME COKING,0-600,PROVED,4039.41
958,India,20,Jharkhand,2013,JHARIA,PRIME COKING,600-1200,INDICATED,694.7
959,India,20,Jharkhand,2013,JHARIA,PRIME COKING,600-1200,PROVED,574.94
960,India,20,Jharkhand,2013,NORTH KARANPURA,MEDIUM COKING,0-300,INDICATED,1163.22
961,India,20,Jharkhand,2013,NORTH KARANPURA,MEDIUM COKING,0-300,PROVED,485.08
962,India,20,Jharkhand,2013,NORTH KARANPURA,MEDIUM COKING,300-600,INDICATED,1635.92
963,India,20,Jharkhand,2013,NORTH KARANPURA,MEDIUM COKING,300-600,INFERRED,413.43
964,India,20,Jharkhand,2013,NORTH KARANPURA,MEDIUM COKING,300-600,PROVED,23.59
965,India,20,Jharkhand,2013,NORTH KARANPURA,NON-COKING,0-300,INDICATED,2463.07
966,India,20,Jharkhand,2013,NORTH KARANPURA,NON-COKING,0-300,INFERRED,722.03
967,India,20,Jharkhand,2013,NORTH KARANPURA,NON-COKING,0-300,PROVED,8388.03
968,India,20,Jharkhand,2013,NORTH KARANPURA,NON-COKING,300-600,INDICATED,1626.64
969,India,20,Jharkhand,2013,NORTH KARANPURA,NON-COKING,300-600,INFERRED,729.5
970,India,20,Jharkhand,2013,NORTH KARANPURA,NON-COKING,300-600,PROVED,602.72
971,India,20,Jharkhand,2013,NORTH KARANPURA,NON-COKING,600-1200,INDICATED,25.76
972,India,20,Jharkhand,2013,RAJMAHAL,NON-COKING,0-300,INDICATED,7531.73
973,India,20,Jharkhand,2013,RAJMAHAL,NON-COKING,0-300,INFERRED,534.77
974,India,20,Jharkhand,2013,RAJMAHAL,NON-COKING,0-300,PROVED,2978.84
975,India,20,Jharkhand,2013,RAJMAHAL,NON-COKING,300-600,INDICATED,3656.87
976,India,20,Jharkhand,2013,RAJMAHAL,NON-COKING,300-600,INFERRED,1151.95
977,India,20,Jharkhand,2013,RAJMAHAL,NON-COKING,300-600,PROVED,232.34
978,India,20,Jharkhand,2013,RAJMAHAL,NON-COKING,600-1200,INDICATED,30.46
979,India,20,Jharkhand,2013,RAJMAHAL,NON-COKING,600-1200,INFERRED,5.1
980,India,20,Jharkhand,2013,RAMGARH,MEDIUM COKING,0-300,INDICATED,37.55
981,India,20,Jharkhand,2013,RAMGARH,MEDIUM COKING,0-300,PROVED,531.52
982,India,20,Jharkhand,2013,RAMGARH,NON-COKING,0-300,INDICATED,26.2
983,India,20,Jharkhand,2013,RAMGARH,NON-COKING,0-300,INFERRED,4.6
984,India,20,Jharkhand,2013,RAMGARH,NON-COKING,0-300,PROVED,7.13
985,India,20,Jharkhand,2013,RAMGARH,SEMI-COKING,0-300,INDICATED,95.33
986,India,20,Jharkhand,2013,RAMGARH,SEMI-COKING,0-300,INFERRED,0.55
987,India,20,Jharkhand,2013,RAMGARH,SEMI-COKING,0-300,PROVED,171.94
988,India,20,Jharkhand,2013,RAMGARH,SEMI-COKING,300-600,INDICATED,336.22
989,India,20,Jharkhand,2013,RAMGARH,SEMI-COKING,300-600,INFERRED,52.9
990,India,20,Jharkhand,2013,RANIGANJ,MEDIUM COKING,0-300,INDICATED,8.87
991,India,20,Jharkhand,2013,RANIGANJ,MEDIUM COKING,0-300,PROVED,220
992,India,20,Jharkhand,2013,RANIGANJ,MEDIUM COKING,300-600,INDICATED,8.3
993,India,20,Jharkhand,2013,RANIGANJ,MEDIUM COKING,300-600,PROVED,49.23
994,India,20,Jharkhand,2013,RANIGANJ,NON-COKING,0-300,INDICATED,89.32
995,India,20,Jharkhand,2013,RANIGANJ,NON-COKING,0-300,INFERRED,29.55
996,India,20,Jharkhand,2013,RANIGANJ,NON-COKING,0-300,PROVED,1111.53
997,India,20,Jharkhand,2013,RANIGANJ,NON-COKING,300-600,INDICATED,320.07
998,India,20,Jharkhand,2013,RANIGANJ,NON-COKING,300-600,INFERRED,2
999,India,20,Jharkhand,2013,RANIGANJ,NON-COKING,300-600,PROVED,106.03
1000,India,20,Jharkhand,2013,RANIGANJ,SEMI-COKING,0-300,PROVED,51.4
1001,India,20,Jharkhand,2013,RANIGANJ,SEMI-COKING,300-600,INDICATED,40
1002,India,20,Jharkhand,2013,SOUTH KARANPURA,MEDIUM COKING,300-600,INDICATED,248.04
1003,India,20,Jharkhand,2013,SOUTH KARANPURA,MEDIUM COKING,300-600,INFERRED,32.83
1004,India,20,Jharkhand,2013,SOUTH KARANPURA,MEDIUM COKING,600-1200,INDICATED,265.36
1005,India,20,Jharkhand,2013,SOUTH KARANPURA,MEDIUM COKING,600-1200,INFERRED,263.4
1006,India,20,Jharkhand,2013,SOUTH KARANPURA,NON-COKING,0-300,INDICATED,634.55
1007,India,20,Jharkhand,2013,SOUTH KARANPURA,NON-COKING,0-300,INFERRED,287.45
1008,India,20,Jharkhand,2013,SOUTH KARANPURA,NON-COKING,0-300,PROVED,2687.99
1009,India,20,Jharkhand,2013,SOUTH KARANPURA,NON-COKING,300-600,INDICATED,763.67
1010,India,20,Jharkhand,2013,SOUTH KARANPURA,NON-COKING,300-600,INFERRED,644.03
1011,India,20,Jharkhand,2013,SOUTH KARANPURA,NON-COKING,300-600,PROVED,354.32
1012,India,20,Jharkhand,2013,SOUTH KARANPURA,NON-COKING,600-1200,INDICATED,136.94
1013,India,20,Jharkhand,2013,SOUTH KARANPURA,NON-COKING,600-1200,INFERRED,252.51
1014,India,20,Jharkhand,2013,WEST BOKARO,MEDIUM COKING,0-300,INDICATED,1116.32
1015,India,20,Jharkhand,2013,WEST BOKARO,MEDIUM COKING,0-300,INFERRED,28.66
1016,India,20,Jharkhand,2013,WEST BOKARO,MEDIUM COKING,0-300,PROVED,2987.57
1017,India,20,Jharkhand,2013,WEST BOKARO,MEDIUM COKING,300-600,INDICATED,178.36
1018,India,20,Jharkhand,2013,WEST BOKARO,MEDIUM COKING,300-600,INFERRED,5
1019,India,20,Jharkhand,2013,WEST BOKARO,MEDIUM COKING,300-600,PROVED,458.94
1020,India,20,Jharkhand,2013,WEST BOKARO,NON-COKING,0-300,INDICATED,9.37
1021,India,20,Jharkhand,2013,WEST BOKARO,NON-COKING,0-300,PROVED,268.57
1022,India,20,Jharkhand,2013,WEST BOKARO,NON-COKING,300-600,INDICATED,4.66
1023,India,20,Jharkhand,2013,WEST BOKARO,NON-COKING,300-600,PROVED,5.81
1024,India,20,Jharkhand,2014,AURANGA,NON-COKING,0-300,INDICATED,1241.22
1025,India,20,Jharkhand,2014,AURANGA,NON-COKING,0-300,INFERRED,43.07
