Rowid,Country,State lgd code,State,Year,Name of the coal field,Type of coal,Depth of the reserve,Type of reserve,Coal reserved quantity
279,India,17,Meghalaya,2017,LANGRIN,HIGH SULPHUR,0-300,INFERRED,106.19
280,India,17,Meghalaya,2017,LANGRIN,HIGH SULPHUR,0-300,PROVED,10.46
281,India,17,Meghalaya,2017,MAWLONG-SHELLA,HIGH SULPHUR,0-300,INFERRED,3.83
282,India,17,Meghalaya,2017,MAWLONG-SHELLA,HIGH SULPHUR,0-300,PROVED,2.17
283,India,17,Meghalaya,2017,SIJU,HIGH SULPHUR,0-300,INFERRED,125
284,India,17,Meghalaya,2017,WEST DARANGIRI,HIGH SULPHUR,0-300,INFERRED,59.6
285,India,17,Meghalaya,2017,WEST DARANGIRI,HIGH SULPHUR,0-300,PROVED,65.4
286,India,17,Meghalaya,2018,BALPHAKRAM-PENDENGURU,HIGH SULPHUR,0-300,INFERRED,107.03
287,India,17,Meghalaya,2018,BAPUNG,HIGH SULPHUR,0-300,INFERRED,22.65
288,India,17,Meghalaya,2018,BAPUNG,HIGH SULPHUR,0-300,PROVED,11.01
289,India,17,Meghalaya,2018,EAST DARANGIRI,HIGH SULPHUR,0-300,INFERRED,34.19
290,India,17,Meghalaya,2018,JAYANTI HILLS (MINOR CF),HIGH SULPHUR,0-300,INFERRED,2.34
291,India,17,Meghalaya,2018,KHASI HILLS (MINOR CF),HIGH SULPHUR,0-300,INFERRED,10.1
292,India,17,Meghalaya,2018,LANGRIN,HIGH SULPHUR,0-300,INDICATED,16.51
293,India,17,Meghalaya,2018,LANGRIN,HIGH SULPHUR,0-300,INFERRED,106.19
294,India,17,Meghalaya,2018,LANGRIN,HIGH SULPHUR,0-300,PROVED,10.46
295,India,17,Meghalaya,2018,MAWLONG-SHELLA,HIGH SULPHUR,0-300,INFERRED,3.83
296,India,17,Meghalaya,2018,MAWLONG-SHELLA,HIGH SULPHUR,0-300,PROVED,2.17
297,India,17,Meghalaya,2018,SIJU,HIGH SULPHUR,0-300,INFERRED,125
298,India,17,Meghalaya,2018,WEST DARANGIRI,HIGH SULPHUR,0-300,INFERRED,59.6
299,India,17,Meghalaya,2018,WEST DARANGIRI,HIGH SULPHUR,0-300,PROVED,65.4
300,India,17,Meghalaya,2019,BALPHAKRAM-PENDENGURU,HIGH SULPHUR,0-300,INFERRED,107.03
301,India,17,Meghalaya,2019,BAPUNG,HIGH SULPHUR,0-300,INFERRED,22.65
302,India,17,Meghalaya,2019,BAPUNG,HIGH SULPHUR,0-300,PROVED,11.01
303,India,17,Meghalaya,2019,EAST DARANGIRI,HIGH SULPHUR,0-300,INFERRED,34.19
304,India,17,Meghalaya,2019,JAYANTI HILLS (MINOR CF),HIGH SULPHUR,0-300,INFERRED,2.34
305,India,17,Meghalaya,2019,KHASI HILLS (MINOR CF),HIGH SULPHUR,0-300,INFERRED,10.1
306,India,17,Meghalaya,2019,LANGRIN,HIGH SULPHUR,0-300,INDICATED,16.51
307,India,17,Meghalaya,2019,LANGRIN,HIGH SULPHUR,0-300,INFERRED,106.19
308,India,17,Meghalaya,2019,LANGRIN,HIGH SULPHUR,0-300,PROVED,10.46
309,India,17,Meghalaya,2019,MAWLONG-SHELLA,HIGH SULPHUR,0-300,INFERRED,3.83
310,India,17,Meghalaya,2019,MAWLONG-SHELLA,HIGH SULPHUR,0-300,PROVED,2.17
311,India,17,Meghalaya,2019,SIJU,HIGH SULPHUR,0-300,INFERRED,125
312,India,17,Meghalaya,2019,WEST DARANGIRI,HIGH SULPHUR,0-300,INFERRED,59.6
313,India,17,Meghalaya,2019,WEST DARANGIRI,HIGH SULPHUR,0-300,PROVED,65.4
314,India,17,Meghalaya,2020,BALPHAKRAM-PENDENGURU,HIGH SULPHUR,0-300,INFERRED,107.03
315,India,17,Meghalaya,2020,BAPUNG,HIGH SULPHUR,0-300,INFERRED,22.65
316,India,17,Meghalaya,2020,BAPUNG,HIGH SULPHUR,0-300,PROVED,11.01
317,India,17,Meghalaya,2020,EAST DARANGIRI,HIGH SULPHUR,0-300,INFERRED,34.19
318,India,17,Meghalaya,2020,JAYANTI HILLS (MINOR CF),HIGH SULPHUR,0-300,INFERRED,2.34
319,India,17,Meghalaya,2020,KHASI HILLS (MINOR CF),HIGH SULPHUR,0-300,INFERRED,10.1
320,India,17,Meghalaya,2020,LANGRIN,HIGH SULPHUR,0-300,INDICATED,16.51
321,India,17,Meghalaya,2020,LANGRIN,HIGH SULPHUR,0-300,INFERRED,106.19
322,India,17,Meghalaya,2020,LANGRIN,HIGH SULPHUR,0-300,PROVED,10.46
323,India,17,Meghalaya,2020,MAWLONG-SHELLA,HIGH SULPHUR,0-300,INFERRED,3.83
324,India,17,Meghalaya,2020,MAWLONG-SHELLA,HIGH SULPHUR,0-300,PROVED,2.17
325,India,17,Meghalaya,2020,SIJU,HIGH SULPHUR,0-300,INFERRED,125
326,India,17,Meghalaya,2020,WEST DARANGIRI,HIGH SULPHUR,0-300,INFERRED,59.6
327,India,17,Meghalaya,2020,WEST DARANGIRI,HIGH SULPHUR,0-300,PROVED,65.4
328,India,18,Assam,2011,DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,22.02
329,India,18,Assam,2011,DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,32
330,India,18,Assam,2011,MAKUM,HIGH SULPHUR,0-300,INDICATED,2.79
331,India,18,Assam,2011,MAKUM,HIGH SULPHUR,300-600,INDICATED,4.55
332,India,18,Assam,2011,MAKUM,HIGH SULPHUR,300-600,PROVED,246.24
333,India,18,Assam,2011,MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,3.02
334,India,18,Assam,2011,MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
335,India,18,Assam,2011,SINGRIMARI,NON-COKING,0-300,INDICATED,16.15
336,India,18,Assam,2011,SINGRIMARI,NON-COKING,0-300,PROVED,185.85
337,India,18,Assam,2012,DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,22.02
338,India,18,Assam,2012,DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,32
339,India,18,Assam,2012,MAKUM,HIGH SULPHUR,0-300,PROVED,246.24
340,India,18,Assam,2012,MAKUM,HIGH SULPHUR,300-600,INDICATED,16.15
341,India,18,Assam,2012,MAKUM,HIGH SULPHUR,300-600,PROVED,185.85
342,India,18,Assam,2012,MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,3.02
343,India,18,Assam,2012,MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
344,India,18,Assam,2012,SINGRIMARI,NON-COKING,0-300,INDICATED,2.79
345,India,18,Assam,2013,DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,22.02
346,India,18,Assam,2013,DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,32
347,India,18,Assam,2013,MAKUM,HIGH SULPHUR,0-300,INDICATED,4.55
348,India,18,Assam,2013,MAKUM,HIGH SULPHUR,0-300,PROVED,246.24
349,India,18,Assam,2013,MAKUM,HIGH SULPHUR,300-600,INDICATED,16.15
350,India,18,Assam,2013,MAKUM,HIGH SULPHUR,300-600,PROVED,185.85
351,India,18,Assam,2013,MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,3.02
352,India,18,Assam,2013,MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
353,India,18,Assam,2013,SINGRIMARI,NON-COKING,0-300,INDICATED,2.79
354,India,18,Assam,2014,DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,22.002
355,India,18,Assam,2014,DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,32
356,India,18,Assam,2014,MAKUM,HIGH SULPHUR,0-300,INDICATED,4.55
357,India,18,Assam,2014,MAKUM,HIGH SULPHUR,0-300,PROVED,246.24
358,India,18,Assam,2014,MAKUM,HIGH SULPHUR,300-600,INDICATED,16.15
359,India,18,Assam,2014,MAKUM,HIGH SULPHUR,300-600,PROVED,185.85
360,India,18,Assam,2014,MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,3.02
361,India,18,Assam,2014,MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
362,India,18,Assam,2014,SINGRIMARI,NON-COKING,0-300,INDICATED,3.63
363,India,18,Assam,2015,DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,22.02
364,India,18,Assam,2015,DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,32
365,India,18,Assam,2015,MAKUM,HIGH SULPHUR,0-300,INDICATED,4.55
366,India,18,Assam,2015,MAKUM,HIGH SULPHUR,0-300,PROVED,246.24
367,India,18,Assam,2015,MAKUM,HIGH SULPHUR,300-600,INDICATED,16.15
368,India,18,Assam,2015,MAKUM,HIGH SULPHUR,300-600,PROVED,185.85
369,India,18,Assam,2015,MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,3.02
370,India,18,Assam,2015,MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
371,India,18,Assam,2015,SINGRIMARI,NON-COKING,0-300,INDICATED,3.63
372,India,18,Assam,2016,DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,22.02
373,India,18,Assam,2016,DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,32
374,India,18,Assam,2016,MAKUM,HIGH SULPHUR,0-300,INDICATED,4.55
375,India,18,Assam,2016,MAKUM,HIGH SULPHUR,0-300,PROVED,246.24
376,India,18,Assam,2016,MAKUM,HIGH SULPHUR,300-600,INDICATED,16.15
377,India,18,Assam,2016,MAKUM,HIGH SULPHUR,300-600,PROVED,185.85
378,India,18,Assam,2016,MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,3.02
379,India,18,Assam,2016,MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
380,India,18,Assam,2016,SINGRIMARI,NON-COKING,0-300,INDICATED,10.64
381,India,18,Assam,2016,SINGRIMARI,NON-COKING,300-600,INDICATED,3.46
382,India,18,Assam,2016,SINGRIMARI,SEMI-COKING,0-300,INDICATED,0.39
383,India,18,Assam,2017,DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,22.02
384,India,18,Assam,2017,DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,32
385,India,18,Assam,2017,MAKUM,HIGH SULPHUR,0-300,INDICATED,4.55
386,India,18,Assam,2017,MAKUM,HIGH SULPHUR,0-300,PROVED,246.24
387,India,18,Assam,2017,MAKUM,HIGH SULPHUR,300-600,INDICATED,16.15
388,India,18,Assam,2017,MAKUM,HIGH SULPHUR,300-600,PROVED,185.85
389,India,18,Assam,2017,MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,3.02
390,India,18,Assam,2017,MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
391,India,18,Assam,2017,SINGRIMARI,NON-COKING,0-300,INDICATED,10.64
392,India,18,Assam,2017,SINGRIMARI,NON-COKING,300-600,INDICATED,3.46
393,India,18,Assam,2017,SINGRIMARI,SEMI-COKING,0-300,INDICATED,0.39
394,India,18,Assam,2018,DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,22.02
395,India,18,Assam,2018,DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,32
396,India,18,Assam,2018,MAKUM,HIGH SULPHUR,0-300,INDICATED,4.55
397,India,18,Assam,2018,MAKUM,HIGH SULPHUR,0-300,PROVED,246.24
398,India,18,Assam,2018,MAKUM,HIGH SULPHUR,300-600,INDICATED,16.15
399,India,18,Assam,2018,MAKUM,HIGH SULPHUR,300-600,PROVED,185.85
400,India,18,Assam,2018,MIKIR HILLS,HIGH SULPHUR,0-300,INDICATED,3.02
401,India,18,Assam,2018,MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,3.02
402,India,18,Assam,2018,MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
403,India,18,Assam,2018,SINGRIMARI,NON-COKING,0-300,INDICATED,10.64
404,India,18,Assam,2018,SINGRIMARI,NON-COKING,300-600,INDICATED,3.46
405,India,18,Assam,2018,SINGRIMARI,SEMI-COKING,0-300,INDICATED,0.39
406,India,18,Assam,2019,DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,22.02
407,India,18,Assam,2019,DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,32
408,India,18,Assam,2019,MAKUM,HIGH SULPHUR,0-300,INDICATED,4.55
409,India,18,Assam,2019,MAKUM,HIGH SULPHUR,0-300,PROVED,246.24
410,India,18,Assam,2019,MAKUM,HIGH SULPHUR,300-600,INDICATED,16.15
411,India,18,Assam,2019,MAKUM,HIGH SULPHUR,300-600,PROVED,185.85
412,India,18,Assam,2019,MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,3.02
413,India,18,Assam,2019,MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
414,India,18,Assam,2019,SINGRIMARI,NON-COKING,0-300,INDICATED,10.64
415,India,18,Assam,2019,SINGRIMARI,NON-COKING,300-600,INDICATED,3.46
416,India,18,Assam,2019,SINGRIMARI,SEMI-COKING,0-300,INDICATED,0.39
417,India,18,Assam,2020,DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,22.02
418,India,18,Assam,2020,DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,32
419,India,18,Assam,2020,MAKUM,HIGH SULPHUR,0-300,INDICATED,4.55
420,India,18,Assam,2020,MAKUM,HIGH SULPHUR,0-300,PROVED,246.24
421,India,18,Assam,2020,MAKUM,HIGH SULPHUR,300-600,INDICATED,16.15
422,India,18,Assam,2020,MAKUM,HIGH SULPHUR,300-600,PROVED,185.85
423,India,18,Assam,2020,MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,3.02
424,India,18,Assam,2020,MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
425,India,18,Assam,2020,SINGRIMARI,NON-COKING,0-300,INDICATED,10.64
426,India,18,Assam,2020,SINGRIMARI,NON-COKING,300-600,INDICATED,3.46
427,India,18,Assam,2020,SINGRIMARI,SEMI-COKING,0-300,INDICATED,0.39
428,India,19,West Bengal,2011,BARJORA,NON-COKING,0-300,PROVED,114.27
429,India,19,West Bengal,2011,BIRBHUM,NON-COKING,0-300,INDICATED,609.96
430,India,19,West Bengal,2011,BIRBHUM,NON-COKING,0-300,INFERRED,40.01
431,India,19,West Bengal,2011,BIRBHUM,NON-COKING,300-600,INDICATED,3597.38
432,India,19,West Bengal,2011,BIRBHUM,NON-COKING,300-600,INFERRED,523.19
433,India,19,West Bengal,2011,BIRBHUM,NON-COKING,600-1200,INDICATED,1173.64
434,India,19,West Bengal,2011,BIRBHUM,NON-COKING,600-1200,INFERRED,48.58
435,India,19,West Bengal,2011,DARJEELING,NON-COKING,0-300,INFERRED,15
436,India,19,West Bengal,2011,RANIGANJ,MEDIUM COKING,0-300,INDICATED,1.6
437,India,19,West Bengal,2011,RANIGANJ,MEDIUM COKING,0-300,PROVED,194.7
438,India,19,West Bengal,2011,RANIGANJ,MEDIUM COKING,300-600,INDICATED,16.9
439,India,19,West Bengal,2011,RANIGANJ,MEDIUM COKING,300-600,PROVED,15.3
440,India,19,West Bengal,2011,RANIGANJ,NON-COKING,0-300,INDICATED,1894.45
441,India,19,West Bengal,2011,RANIGANJ,NON-COKING,0-300,INFERRED,260.99
442,India,19,West Bengal,2011,RANIGANJ,NON-COKING,0-300,PROVED,9544.54
443,India,19,West Bengal,2011,RANIGANJ,NON-COKING,300-600,INDICATED,3491.18
444,India,19,West Bengal,2011,RANIGANJ,NON-COKING,300-600,INFERRED,2345.87
445,India,19,West Bengal,2011,RANIGANJ,NON-COKING,300-600,PROVED,1682.46
446,India,19,West Bengal,2011,RANIGANJ,NON-COKING,600-1200,INDICATED,1914.09
447,India,19,West Bengal,2011,RANIGANJ,NON-COKING,600-1200,INFERRED,1668.82
448,India,19,West Bengal,2011,RANIGANJ,NON-COKING,600-1200,PROVED,13.22
449,India,19,West Bengal,2011,RANIGANJ,SEMI-COKING,0-300,INDICATED,14.19
450,India,19,West Bengal,2011,RANIGANJ,SEMI-COKING,0-300,PROVED,45.75
451,India,19,West Bengal,2011,RANIGANJ,SEMI-COKING,300-600,INDICATED,113.23
452,India,19,West Bengal,2011,RANIGANJ,SEMI-COKING,300-600,INFERRED,23.48
453,India,19,West Bengal,2011,RANIGANJ,SEMI-COKING,300-600,PROVED,109.51
454,India,19,West Bengal,2011,RANIGANJ,SEMI-COKING,600-1200,INDICATED,305.07
455,India,19,West Bengal,2011,RANIGANJ,SEMI-COKING,600-1200,INFERRED,144.75
456,India,19,West Bengal,2011,RANIGANJ,SEMI-COKING,600-1200,PROVED,32.79
457,India,19,West Bengal,2012,BARJORA,NON-COKING,0-300,PROVED,114.27
458,India,19,West Bengal,2012,BIRBHUM,NON-COKING,0-300,INDICATED,818.42
459,India,19,West Bengal,2012,BIRBHUM,NON-COKING,0-300,INFERRED,114.98
460,India,19,West Bengal,2012,BIRBHUM,NON-COKING,300-600,INDICATED,3652.23
461,India,19,West Bengal,2012,BIRBHUM,NON-COKING,300-600,INFERRED,523.19
462,India,19,West Bengal,2012,BIRBHUM,NON-COKING,600-1200,INDICATED,1173.64
463,India,19,West Bengal,2012,BIRBHUM,NON-COKING,600-1200,INFERRED,48.58
464,India,19,West Bengal,2012,DARJEELING,NON-COKING,0-300,INFERRED,15
465,India,19,West Bengal,2012,RANIGANJ,MEDIUM COKING,0-300,INDICATED,1.6
466,India,19,West Bengal,2012,RANIGANJ,MEDIUM COKING,0-300,PROVED,194.7
467,India,19,West Bengal,2012,RANIGANJ,MEDIUM COKING,300-600,INDICATED,16.9
468,India,19,West Bengal,2012,RANIGANJ,MEDIUM COKING,300-600,PROVED,15.3
469,India,19,West Bengal,2012,RANIGANJ,NON-COKING,0-300,INDICATED,1786.4
470,India,19,West Bengal,2012,RANIGANJ,NON-COKING,0-300,INFERRED,250.57
471,India,19,West Bengal,2012,RANIGANJ,NON-COKING,0-300,PROVED,9799.17
472,India,19,West Bengal,2012,RANIGANJ,NON-COKING,300-600,INDICATED,3562.89
473,India,19,West Bengal,2012,RANIGANJ,NON-COKING,300-600,INFERRED,2074.63
474,India,19,West Bengal,2012,RANIGANJ,NON-COKING,300-600,PROVED,2036
475,India,19,West Bengal,2012,RANIGANJ,NON-COKING,600-1200,INDICATED,1913.67
476,India,19,West Bengal,2012,RANIGANJ,NON-COKING,600-1200,INFERRED,1636.86
477,India,19,West Bengal,2012,RANIGANJ,NON-COKING,600-1200,PROVED,77.95
478,India,19,West Bengal,2012,RANIGANJ,SEMI-COKING,0-300,INDICATED,14.19
479,India,19,West Bengal,2012,RANIGANJ,SEMI-COKING,0-300,PROVED,45.75
480,India,19,West Bengal,2012,RANIGANJ,SEMI-COKING,300-600,INDICATED,113.23
481,India,19,West Bengal,2012,RANIGANJ,SEMI-COKING,300-600,INFERRED,23.48
482,India,19,West Bengal,2012,RANIGANJ,SEMI-COKING,300-600,PROVED,109.51
483,India,19,West Bengal,2012,RANIGANJ,SEMI-COKING,600-1200,INDICATED,305.07
484,India,19,West Bengal,2012,RANIGANJ,SEMI-COKING,600-1200,INFERRED,144.75
485,India,19,West Bengal,2012,RANIGANJ,SEMI-COKING,600-1200,PROVED,32.79
486,India,19,West Bengal,2013,BARJORA,NON-COKING,0-300,PROVED,114.27
487,India,19,West Bengal,2013,BIRBHUM,NON-COKING,0-300,INDICATED,818.42
488,India,19,West Bengal,2013,BIRBHUM,NON-COKING,0-300,INFERRED,114.98
489,India,19,West Bengal,2013,BIRBHUM,NON-COKING,300-600,INDICATED,3721.59
490,India,19,West Bengal,2013,BIRBHUM,NON-COKING,300-600,INFERRED,575.54
491,India,19,West Bengal,2013,BIRBHUM,NON-COKING,600-1200,INDICATED,1181.43
492,India,19,West Bengal,2013,BIRBHUM,NON-COKING,600-1200,INFERRED,174.05
493,India,19,West Bengal,2013,DARJEELING,NON-COKING,0-300,INFERRED,15
494,India,19,West Bengal,2013,RANIGANJ,MEDIUM COKING,0-300,PROVED,202.89
495,India,19,West Bengal,2013,RANIGANJ,MEDIUM COKING,300-600,PROVED,72.66
496,India,19,West Bengal,2013,RANIGANJ,MEDIUM COKING,600-1200,PROVED,274.87
497,India,19,West Bengal,2013,RANIGANJ,NON-COKING,0-300,INDICATED,1689.56
498,India,19,West Bengal,2013,RANIGANJ,NON-COKING,0-300,INFERRED,266.78
499,India,19,West Bengal,2013,RANIGANJ,NON-COKING,0-300,PROVED,9930.83
500,India,19,West Bengal,2013,RANIGANJ,NON-COKING,300-600,INDICATED,3306.53
501,India,19,West Bengal,2013,RANIGANJ,NON-COKING,300-600,INFERRED,2099.81
502,India,19,West Bengal,2013,RANIGANJ,NON-COKING,300-600,PROVED,2306.22
503,India,19,West Bengal,2013,RANIGANJ,NON-COKING,600-1200,INDICATED,1845.26
504,India,19,West Bengal,2013,RANIGANJ,NON-COKING,600-1200,INFERRED,1477.57
505,India,19,West Bengal,2013,RANIGANJ,NON-COKING,600-1200,PROVED,306.16
506,India,19,West Bengal,2013,RANIGANJ,SEMI-COKING,0-300,INDICATED,14.19
507,India,19,West Bengal,2013,RANIGANJ,SEMI-COKING,0-300,PROVED,45.75
508,India,19,West Bengal,2013,RANIGANJ,SEMI-COKING,300-600,INDICATED,113.23
509,India,19,West Bengal,2013,RANIGANJ,SEMI-COKING,300-600,INFERRED,23.48
510,India,19,West Bengal,2013,RANIGANJ,SEMI-COKING,300-600,PROVED,109.51
511,India,19,West Bengal,2013,RANIGANJ,SEMI-COKING,600-1200,INDICATED,305.07
512,India,19,West Bengal,2013,RANIGANJ,SEMI-COKING,600-1200,INFERRED,144.75
513,India,19,West Bengal,2013,RANIGANJ,SEMI-COKING,600-1200,PROVED,32.79
514,India,19,West Bengal,2014,BARJORA,NON-COKING,0-300,PROVED,114.27
515,India,19,West Bengal,2014,BIRBHUM,NON-COKING,0-300,INDICATED,818.42
516,India,19,West Bengal,2014,BIRBHUM,NON-COKING,0-300,INFERRED,114.98
517,India,19,West Bengal,2014,BIRBHUM,NON-COKING,300-600,INDICATED,3721.59
518,India,19,West Bengal,2014,BIRBHUM,NON-COKING,300-600,INFERRED,575.54
519,India,19,West Bengal,2014,BIRBHUM,NON-COKING,600-1200,INDICATED,1181.43
520,India,19,West Bengal,2014,BIRBHUM,NON-COKING,600-1200,INFERRED,174.05
521,India,19,West Bengal,2014,DARJEELING,NON-COKING,0-300,INFERRED,15
522,India,19,West Bengal,2014,RANIGANJ,MEDIUM COKING,0-300,PROVED,202.89
523,India,19,West Bengal,2014,RANIGANJ,MEDIUM COKING,300-600,PROVED,72.66
524,India,19,West Bengal,2014,RANIGANJ,MEDIUM COKING,600-1200,PROVED,274.87
525,India,19,West Bengal,2014,RANIGANJ,NON-COKING,0-300,INDICATED,1691.81
526,India,19,West Bengal,2014,RANIGANJ,NON-COKING,0-300,INFERRED,267.8
527,India,19,West Bengal,2014,RANIGANJ,NON-COKING,0-300,PROVED,9937.46
528,India,19,West Bengal,2014,RANIGANJ,NON-COKING,300-600,INDICATED,3331.15
529,India,19,West Bengal,2014,RANIGANJ,NON-COKING,300-600,INFERRED,2099.81
530,India,19,West Bengal,2014,RANIGANJ,NON-COKING,300-600,PROVED,2306.22
531,India,19,West Bengal,2014,RANIGANJ,NON-COKING,600-1200,INDICATED,1845.26
532,India,19,West Bengal,2014,RANIGANJ,NON-COKING,600-1200,INFERRED,1477.57
533,India,19,West Bengal,2014,RANIGANJ,NON-COKING,600-1200,PROVED,306.16
534,India,19,West Bengal,2014,RANIGANJ,SEMI-COKING,0-300,INDICATED,14.19
535,India,19,West Bengal,2014,RANIGANJ,SEMI-COKING,0-300,PROVED,45.75
536,India,19,West Bengal,2014,RANIGANJ,SEMI-COKING,300-600,INDICATED,113.23
537,India,19,West Bengal,2014,RANIGANJ,SEMI-COKING,300-600,INFERRED,23.48
538,India,19,West Bengal,2014,RANIGANJ,SEMI-COKING,300-600,PROVED,109.51
539,India,19,West Bengal,2014,RANIGANJ,SEMI-COKING,600-1200,INDICATED,305.07
540,India,19,West Bengal,2014,RANIGANJ,SEMI-COKING,600-1200,INFERRED,144.75
541,India,19,West Bengal,2014,RANIGANJ,SEMI-COKING,600-1200,PROVED,32.79
542,India,19,West Bengal,2015,BARJORA,NON-COKING,0-300,PROVED,200.79
543,India,19,West Bengal,2015,BIRBHUM,NON-COKING,0-300,INDICATED,818.42
544,India,19,West Bengal,2015,BIRBHUM,NON-COKING,0-300,INFERRED,114.98
545,India,19,West Bengal,2015,BIRBHUM,NON-COKING,300-600,INDICATED,3721.59
546,India,19,West Bengal,2015,BIRBHUM,NON-COKING,300-600,INFERRED,575.54
547,India,19,West Bengal,2015,BIRBHUM,NON-COKING,600-1200,INDICATED,1181.43
548,India,19,West Bengal,2015,BIRBHUM,NON-COKING,600-1200,INFERRED,174.05
549,India,19,West Bengal,2015,DARJEELING,NON-COKING,0-300,INFERRED,15
550,India,19,West Bengal,2015,RANIGANJ,MEDIUM COKING,0-300,PROVED,202.89
551,India,19,West Bengal,2015,RANIGANJ,MEDIUM COKING,300-600,PROVED,72.66
552,India,19,West Bengal,2015,RANIGANJ,MEDIUM COKING,600-1200,PROVED,274.87
553,India,19,West Bengal,2015,RANIGANJ,NON-COKING,0-300,INDICATED,1691.6
554,India,19,West Bengal,2015,RANIGANJ,NON-COKING,0-300,INFERRED,267.8
555,India,19,West Bengal,2015,RANIGANJ,NON-COKING,0-300,PROVED,9937.67
556,India,19,West Bengal,2015,RANIGANJ,NON-COKING,300-600,INDICATED,3313.1
557,India,19,West Bengal,2015,RANIGANJ,NON-COKING,300-600,INFERRED,2096.32
558,India,19,West Bengal,2015,RANIGANJ,NON-COKING,300-600,PROVED,2335.06
559,India,19,West Bengal,2015,RANIGANJ,NON-COKING,600-1200,INDICATED,1851.06
560,India,19,West Bengal,2015,RANIGANJ,NON-COKING,600-1200,INFERRED,1494.87
561,India,19,West Bengal,2015,RANIGANJ,NON-COKING,600-1200,PROVED,306.16
562,India,19,West Bengal,2015,RANIGANJ,SEMI-COKING,0-300,INDICATED,14.19
563,India,19,West Bengal,2015,RANIGANJ,SEMI-COKING,0-300,PROVED,45.75
564,India,19,West Bengal,2015,RANIGANJ,SEMI-COKING,300-600,INDICATED,113.23
565,India,19,West Bengal,2015,RANIGANJ,SEMI-COKING,300-600,INFERRED,23.48
566,India,19,West Bengal,2015,RANIGANJ,SEMI-COKING,300-600,PROVED,109.51
567,India,19,West Bengal,2015,RANIGANJ,SEMI-COKING,600-1200,INDICATED,305.07
568,India,19,West Bengal,2015,RANIGANJ,SEMI-COKING,600-1200,INFERRED,144.75
569,India,19,West Bengal,2015,RANIGANJ,SEMI-COKING,600-1200,PROVED,32.79
570,India,19,West Bengal,2016,BARJORA,NON-COKING,0-300,PROVED,200.79
571,India,19,West Bengal,2016,BIRBHUM,NON-COKING,0-300,INDICATED,818.42
572,India,19,West Bengal,2016,BIRBHUM,NON-COKING,0-300,INFERRED,114.98
573,India,19,West Bengal,2016,BIRBHUM,NON-COKING,300-600,INDICATED,3727.7
574,India,19,West Bengal,2016,BIRBHUM,NON-COKING,300-600,INFERRED,575.54
575,India,19,West Bengal,2016,BIRBHUM,NON-COKING,600-1200,INDICATED,1197.38
576,India,19,West Bengal,2016,BIRBHUM,NON-COKING,600-1200,INFERRED,174.05
577,India,19,West Bengal,2016,DARJEELING,NON-COKING,0-300,INFERRED,15
578,India,19,West Bengal,2016,RANIGANJ,MEDIUM COKING,0-300,PROVED,202.39
579,India,19,West Bengal,2016,RANIGANJ,MEDIUM COKING,300-600,PROVED,72.66
580,India,19,West Bengal,2016,RANIGANJ,MEDIUM COKING,600-1200,PROVED,274.37
